Symbol,Company,DividendScore,FinancialScore,ProfitScore,TotalScore,MarketCap,Problem,AvgGrowthRate,CumulativeDividend
3556.T,"RenetJapanGroup,Inc.",0,0,24,24,11723151360.0,無配年あり,,
6050.T,E-Guardian Inc.,0,7,17,24,21116033024.0,無配年あり,0.2876003824928557,
2533.T,"Oenon Holdings, Inc.",0,0,24,24,25668026368.0,無配年あり,0.07380952380952381,
7673.T,"Daiko Tsusan Co.,Ltd.",0,0,24,24,8857292800.0,無配年あり,0.11847906580049437,
6190.T,"PhoenixBio Co., Ltd.",0,12,12,24,1392007040.0,無配年あり/ROE低い,,
2788.T,"Apple International Co., Ltd.",0,0,24,24,5479404544.0,無配年あり/営業CF合計マイナス/2回減配あり,0.3208333333333333,
3306.T,"The Nihon Seima Co.,Ltd.",0,12,12,24,3022418688.0,無配年あり/3回以上減配あり/ROE低い/2回減配あり,-0.2,
5527.T,Property Technologies Inc.,0,0,24,24,9117245440.0,無配年あり/営業CF合計マイナス,0.3333333333333333,
6194.T,"Atrae, Inc.",0,2,22,24,,無配年あり,0.47619047619047616,
6292.T,"Kawata Mfg. Co., Ltd.",0,12,12,24,5979702784.0,ROE低い/2回減配あり/配当性向100%以上,0.19163938533570962,
8144.T,"Denkyo Group Holdings Co.,Ltd.",0,12,12,24,8019355648.0,3回以上減配あり/配当性向70%以上2回/ROE低い/2回減配あり,-0.010207654570647491,
141A.T,"TRIAL Holdings, Inc.",0,4,20,24,487406731264.0,無配年あり/ROE低い,0.06666666666666667,
3845.T,I-Freek Mobile Inc.,0,12,12,24,6938767872.0,無配年あり/ROE低い/配当性向100%以上,-0.5,
7069.T,"CyberBuzz, Inc.",0,0,24,24,4439463424.0,無配年あり/営業CF合計マイナス,,
7067.T,Branding Technology Inc.,0,12,12,24,1645295616.0,無配年あり/ROE低い,-0.013888888888888895,
3536.T,"Axas Holdings Co.,Ltd.",0,0,24,24,3881632256.0,無配年あり/2回減配あり,0.04166666666666666,
6533.T,Orchestra Holdings Inc.,0,0,24,24,11032155136.0,無配年あり/配当性向100%以上,0.1337920016491445,
6494.T,"NFK Holdings Co., Ltd.",0,12,12,24,4728184320.0,無配年あり/ROE低い,,
7356.T,Retty Inc.,0,0,24,24,1749846528.0,無配年あり/営業CF合計マイナス,,
7359.T,"Tokyo Communications Group,Inc.",0,0,24,24,2931656704.0,無配年あり,,
7044.T,Piala Inc.,0,0,24,24,3720918528.0,無配年あり,-0.5,
3202.T,"Daitobo Co., Ltd.",0,10,14,24,3851846400.0,無配年あり/配当性向70%以上2回/ROE低い/自己資本比率低い,0.75,
7034.T,"Prored Partners CO.,LTD.",0,0,24,24,3858852608.0,無配年あり,,
3856.T,Abalance Corporation,0,2,22,24,4704060416.0,無配年あり/自己資本比率低い,0.07689415034522797,
7347.T,"Mercuria Holdings Co., Ltd.",0,0,24,24,15652632576.0,無配年あり/配当性向100%以上,0.024404761904761905,
5574.T,"ABEJA, Inc.",0,0,24,24,30404593664.0,無配年あり,,
5742.T,"NIC Autotec, Inc.",0,12,12,24,4102761216.0,現金比率低い/ROE低い/2回減配あり/配当性向100%以上,0.09928071123723298,
6862.T,MINATO HOLDINGS INC.,0,0,24,24,25949085696.0,無配年あり/営業CF合計マイナス/現金比率低い/自己資本比率低い,0.4601851851851852,
2694.T,Yakiniku Sakai Holdings Inc.,0,20,4,24,16973821952.0,無配年あり/ROE低い/EPS低い,-0.125,
9565.T,GLOE Inc.,0,0,24,24,1851506688.0,無配年あり,,
3695.T,"GMO Product Platform, Inc.",0,2,22,24,6424157696.0,無配年あり/3回以上減配あり/2回減配あり/配当性向100%以上,0.23355442792898007,
8944.T,"Land Business Co.,Ltd.",0,0,24,24,4802760192.0,無配年あり/配当性向70%以上2回,0.0,
3454.T,"First Brothers Co.,Ltd.",0,0,24,24,18189504512.0,無配年あり,0.05622795414462081,
4361.T,"Kawaguchi Chemical Industry Co., Ltd",0,0,24,24,1941690752.0,無配年あり,0.10833333333333334,
3138.T,"Fujisan Magazine Service Co., Ltd.",0,2,22,24,3754829824.0,無配年あり/配当性向100%以上,-0.06666666666666667,
8996.T,"HouseFreedom Co.,Ltd.",0,0,24,24,4316115456.0,無配年あり,0.08543771043771042,
9344.T,Axis Consulting Corporation,0,0,24,24,6527000576.0,無配年あり,,
6707.T,"Sanken Electric Co., Ltd.",0,22,2,24,141873348608.0,ROE低い/無配年あり/3回以上減配あり/2回減配あり/EPS低い,0.035027472527472514,
8388.T,"The Awa Bank, Ltd.",1,8,14,23,379823587328.0,ROE低い/自己資本比率低い/3回以上減配あり/営業CF合計マイナス/2回減配あり,0.10119670090258327,
9656.T,Greenland Resort Company Limited,1,2,20,23,6254140928.0,3回以上減配あり/ROE低い/2回減配あり,0.22543891293891294,
2673.T,"YUMEMITSUKETAI Co.,Ltd.",0,4,19,23,1193770624.0,無配年あり/現金比率低い,,
2763.T,"FTGroup Co., Ltd.",0,3,20,23,35645161472.0,無配年あり/営業CF合計マイナス,,
438A.T,"Infcurion, Inc.",0,13,10,23,20665417728.0,無配年あり/営業CF合計マイナス,,
4425.T,Kudan Inc.,0,13,10,23,16981720064.0,無配年あり/営業CF合計マイナス/ROE低い/EPS低い,,
7812.T,CRESTEC Inc.,1,2,20,23,6369190912.0,3回以上減配あり/2回減配あり,0.23308456788368406,
3271.T,Global Ltd,0,3,20,23,35948523520.0,無配年あり/営業CF合計マイナス,,
8364.T,"The Shimizu Bank, Ltd.",0,3,20,23,36163420160.0,ROE低い/自己資本比率低い/3回以上減配あり/営業CF合計マイナス/2回減配あり,0.0023957523957523963,
8366.T,"The Shiga Bank, Ltd.",1,8,14,23,656995254272.0,ROE低い/自己資本比率低い/3回以上減配あり/営業CF合計マイナス/2回減配あり,0.1865850214420808,
7317.T,Matsuya R&D Co Ltd,0,3,20,23,23715039232.0,無配年あり/営業CF合計マイナス,,
2999.T,"Home Position Co., Ltd.",0,0,22,22,5054725120.0,無配年あり,0.06666666666666665,
94345.T,SoftBank Corp.,0,2,20,22,,無配年あり/EPS低い/自己資本比率低い,0.09253796569430786,
94346.T,SoftBank Corp.,0,2,20,22,,無配年あり/EPS低い/自己資本比率低い,,
1383.T,"Berg Earth Co.,Ltd.",0,2,20,22,4794666496.0,無配年あり/ROE低い,0.0,
7674.T,"NATTY SWANKY holdings Co.,Ltd.",0,12,10,22,6457823232.0,無配年あり/ROE低い/EPS低い,0.05555555555555556,
7682.T,"Hamayuu Co.,Ltd.",0,2,20,22,8470690816.0,無配年あり/ROE低い,0.05238095238095238,
3058.T,Sanyodo Holdings Inc,0,0,22,22,5171209728.0,無配年あり/営業CF合計マイナス/自己資本比率低い,-1.0,
9501.T,"Tokyo Electric Power Company Holdings, Incorporated",0,12,10,22,917226389504.0,無配年あり/EPS低い/減収傾向/自己資本比率低い,,
6654.T,"Fuji Electric Industry Co., Ltd.",6,2,14,22,5642693120.0,配当性向70%以上2回/ROE低い/2回減配あり,-0.002474146224146224,
9242.T,"Media Research Institute,Inc.",0,2,20,22,2394081024.0,無配年あり,,
6030.T,"Adventure, Inc.",0,7,15,22,11368965120.0,無配年あり/3回以上減配あり/2回減配あり,0.09696970385674966,
5034.T,"unerry,Inc.",0,2,20,22,8538419712.0,無配年あり,,
352A.T,"LOIVE Co.,Ltd.",0,2,20,22,6938450944.0,無配年あり,,
6049.T,ItoKuro Inc.,0,0,22,22,5031198720.0,無配年あり,,
9340.T,"ASO International, Inc.",0,2,20,22,7623905792.0,無配年あり,0.7458874458874459,
7602.T,"Ledax Co.,Ltd.",0,8,14,22,3544624128.0,ROE低い/無配年あり/3回以上減配あり/営業CF合計マイナス/2回減配あり,-0.3125,
6552.T,GameWith Inc.,0,0,22,22,3038587136.0,無配年あり,,
6615.T,"UMC Electronics Co., Ltd.",0,10,12,22,6697256448.0,ROE低い/自己資本比率低い/配当性向100%以上/無配年あり/2回減配あり,-0.16467364225211759,
4393.T,"Bank of Innovation,Inc.",0,0,22,22,22454472704.0,無配年あり,,
4479.T,"Makuake, Inc.",0,0,22,22,12327773184.0,無配年あり/営業CF合計マイナス,,
5868.T,Rococo Co. Ltd.,0,2,20,22,3848018432.0,無配年あり/配当性向70%以上2回/ROE低い,0.3333333333333333,
7865.T,"People Co., Ltd.",0,12,10,22,1415674752.0,減収傾向/無配年あり/3回以上減配あり/2回減配あり/EPS低い,-0.13619316580642635,
7859.T,Almedio Inc.,0,20,2,22,5008894976.0,無配年あり/ROE低い/EPS低い,-0.3333333333333333,
5256.T,"Fusic Co., Ltd.",0,2,20,22,3442067968.0,無配年あり,,
7494.T,"Konaka Co.,Ltd.",0,0,22,22,8345185280.0,無配年あり,-0.125,
6090.T,"Human Metabolome Technologies, Inc.",0,2,20,22,3360262912.0,無配年あり/ROE低い,0.25,
9165.T,"Qualtec Co.,Ltd.",0,2,20,22,4124250112.0,無配年あり,-0.11904761904761904,
7841.T,"Endo Manufacturing Co., Ltd.",0,2,20,22,9160438784.0,無配年あり/配当性向70%以上2回/ROE低い/2回減配あり,0.33179012345679015,
9225.T,Bridge Consulting Group Inc.,0,2,20,22,2021537024.0,無配年あり,,
9215.T,"CaSy Co., Ltd.",0,2,20,22,1861661568.0,無配年あり,,
3475.T,"Good Com Asset Co., Ltd.",0,0,22,22,44122378240.0,無配年あり/営業CF合計マイナス,0.34023182833070953,
5010.T,"Nippon Seiro Co., Ltd.",0,0,22,22,5806280192.0,無配年あり/2回減配あり,-0.3333333333333333,
7809.T,"Kotobukiya Co., Ltd.",0,7,15,22,10698554368.0,無配年あり/2回減配あり,0.35745204949522014,
9237.T,"Emimen Co., Ltd.",0,2,20,22,3872450560.0,無配年あり,,
9238.T,"Value Creation Co.,Ltd.",0,2,20,22,892635136.0,無配年あり/EPS低い/自己資本比率低い,0.4166666666666667,
9262.T,"Silver Life Co., Ltd.",0,2,20,22,7584015872.0,無配年あり,0.03333333333333333,
9259.T,"TAKAYOSHI Holdings, INC.",0,2,20,22,4780085760.0,無配年あり,,
7804.T,"B&P Co.,Ltd.",0,2,20,22,5557744128.0,無配年あり,0.17336037440732732,
7897.T,"Hokushin Co., Ltd.",0,20,2,22,3033674496.0,3回以上減配あり/2回減配あり/EPS低い,0.06604599104599106,
3690.T,YRGLM Inc.,0,2,20,22,3533236992.0,無配年あり/ROE低い,,
3137.T,"Fundely Co., Ltd.",0,10,12,22,2623725056.0,無配年あり/自己資本比率低い,-0.5,
3913.T,"GreenBee, Inc.",0,0,22,22,2355617536.0,無配年あり,,
3461.T,"Palma Co., Ltd.",0,0,22,22,4214682880.0,無配年あり,0.3447916666666667,
387A.T,"Fuller, Inc.",0,2,20,22,1642589568.0,無配年あり,,
6180.T,GMO Media Inc.,0,2,20,22,6900935168.0,ROE低い/無配年あり/3回以上減配あり/2回減配あり/配当性向70%以上2回,3.6010600268764237,
9562.T,Business Coach Inc.,0,2,20,22,2482902016.0,無配年あり/ROE低い/配当性向100%以上,0.0,
6942.T,"Sophia Holdings Co.,Ltd.",0,20,2,22,6757858304.0,無配年あり/ROE低い/EPS低い,,
8836.T,RISE Inc.,0,12,10,22,2592356608.0,無配年あり/ROE低い/EPS低い,,
2489.T,Adways Inc.,0,0,22,22,15784255488.0,無配年あり/3回以上減配あり/2回減配あり,0.24838646812908227,
248A.T,KIDS STAR Inc.,0,2,20,22,2128252032.0,無配年あり/ROE低い,,
2491.T,"ValueCommerce Co., Ltd.",13,7,2,22,10912519168.0,ROE低い/2回減配あり/EPS低い,0.422098209600013,
7126.T,"Global Style Co.,Ltd.",0,2,20,22,4873246720.0,無配年あり,0.1761904761904762,
7384.T,"Procrea Holdings, Inc.",0,8,14,22,128692527104.0,無配年あり/営業CF合計マイナス/ROE低い/自己資本比率低い,0.3333333333333333,
4885.T,Muromachi Chemicals Inc.,0,2,20,22,3662817280.0,無配年あり,0.2538676236044657,
8617.T,"The Kosei Securities Co., Ltd.",0,8,14,22,6121993216.0,3回以上減配あり/営業CF合計マイナス/ROE低い/2回減配あり,-0.191005291005291,
3911.T,Aiming Inc.,0,0,22,22,8680285184.0,無配年あり/2回減配あり,-0.7142857142857143,
151A.T,Dive Group Inc.,0,2,20,22,5603316736.0,無配年あり,,
4324.T,Dentsu Group Inc.,0,12,10,22,967218167808.0,ROE低い/無配年あり/3回以上減配あり/2回減配あり/EPS低い,-0.02963008751475265,
7031.T,Inbound Tech Inc.,0,20,2,22,1894977792.0,無配年あり/ROE低い/EPS低い,,
7425.T,"Hatsuho Shouji Co.,Ltd.",0,2,20,22,7477739008.0,無配年あり/ROE低い,0.16918720350092897,
7422.T,"Toho Lamac Co., Ltd.",0,0,22,22,1897898624.0,営業CF合計マイナス/2回減配あり/配当性向100%以上,-0.005079391350493633,
6867.T,Leader Electronics Corporation,0,8,14,22,1744292480.0,無配年あり/配当性向70%以上2回/営業CF合計マイナス/ROE低い,0.3312019230769231,
7375.T,"REFINVERSE Group, Inc.",0,2,20,22,3914611712.0,無配年あり,,
155A.T,"Information Strategy and Technology Co.,Ltd.",0,2,20,22,8639823872.0,無配年あり,,
184A.T,"Manabi-aid Co.,Ltd.",0,8,14,22,1092320000.0,無配年あり/営業CF合計マイナス/EPS低い,,
4642.T,"Original Engineering Consultants Co., Ltd.",0,2,20,22,8474682368.0,無配年あり,0.2188822751322751,
4657.T,"Environmental Control Center Co.,Ltd.",0,2,20,22,2245848320.0,無配年あり/ROE低い/2回減配あり,0.07023809523809522,
5491.T,"Nippon Kinzoku Co., Ltd.",0,12,10,22,6055667712.0,無配年あり/減収傾向/ROE低い/2回減配あり,-0.36,
5591.T,AVILEN Inc.,0,2,20,22,5362520064.0,無配年あり,,
542A.T,Vitabrid Japan Inc.,0,12,10,22,6109599744.0,無配年あり,,
7325.T,IRRC Corporation,0,2,20,22,5724132864.0,無配年あり,0.030555555555555548,
6347.T,"Placo Co., Ltd.",0,8,14,22,2492704512.0,無配年あり/営業CF合計マイナス/2回減配あり,0.07857144892857426,
3396.T,Felissimo Corporation,0,12,10,22,6175282176.0,無配年あり/減収傾向/ROE低い,0.125,
7201.T,"Nissan Motor Co., Ltd.",0,20,2,22,1184924041216.0,ROE低い/自己資本比率低い/無配年あり/3回以上減配あり/2回減配あり/EPS低い,-0.012666980983812661,
4735.T,"Kyoshin Co., Ltd.",0,2,20,22,2321094144.0,3回以上減配あり/2回減配あり/配当性向100%以上,0.026389809300275527,
5446.T,"HOKUETSU METAL Co., Ltd.",0,20,2,22,4239845376.0,ROE低い/無配年あり/3回以上減配あり/2回減配あり/EPS低い,0.06665483466948327,
4198.T,"TENDA Co.,LTD.",0,2,20,22,3292092416.0,無配年あり/ROE低い/配当性向100%以上,0.4504938153648193,
2769.T,"Village Vanguard CO.,LTD.",0,0,22,22,7253664256.0,無配年あり,-0.25,
7228.T,Daytona Corporation,0,0,22,22,9874825216.0,無配年あり/2回減配あり,0.3758490752876235,
9941.T,"Taiyo Bussan Kaisha,Ltd.",0,0,22,22,2893013760.0,無配年あり/営業CF合計マイナス,,
150A.T,"JSH Co.,Ltd.",0,12,10,22,4515881472.0,無配年あり/ROE低い/EPS低い,,
4197.T,"Asmarq Co., Ltd.",0,2,20,22,2759396864.0,無配年あり/配当性向70%以上2回,0.06944444444444445,
6193.T,"Virtualex Holdings, Inc.",0,20,2,22,3484988416.0,無配年あり/ROE低い/EPS低い,0.0,
8705.T,"Nissan Securities Group Co., Ltd.",0,7,14,21,10839238656.0,ROE低い/自己資本比率低い/無配年あり/3回以上減配あり/2回減配あり,-0.13419913419913418,
4356.T,"Applied Technology Co., Ltd.",0,2,19,21,9449439232.0,無配年あり,0.4791666666666667,
6038.T,"IID, Inc.",0,2,19,21,4098557440.0,無配年あり,0.369047619047619,
5250.T,"GMO Prime Strategy Co.,Ltd.",0,2,19,21,3592744192.0,無配年あり,0.04880952380952381,
7822.T,"Eidai Co.,Ltd.",0,17,4,21,11358214144.0,3回以上減配あり/ROE低い/2回減配あり/EPS低い,-0.04763732092163464,
6578.T,"CORREC Co., Ltd.",0,7,14,21,3527472128.0,無配年あり/2回減配あり/配当性向100%以上,-0.36011904761904767,
2613.T,"J-Oil Mills, Inc.",0,11,10,21,77687848960.0,無配年あり/減収傾向/ROE低い/現金比率低い,,
7265.T,"Eiken Industries Co.,Ltd.",0,2,19,21,3923750656.0,無配年あり/2回減配あり,0.03859227192560525,
3079.T,DVx Inc.,0,7,14,21,9765889024.0,無配年あり/ROE低い/配当性向100%以上,-0.005354267310789054,
4017.T,Creema Ltd.,0,7,14,21,1483252480.0,無配年あり/ROE低い,,
4616.T,"Kawakami Paint Mfg.Co.,Ltd.",0,2,19,21,2436824832.0,無配年あり,0.10185185185185186,
7065.T,UPR Corporation,0,2,19,21,7682474496.0,無配年あり,0.2275030525030525,
277A.T,Globe-ing Inc.,0,1,20,21,54381142016.0,無配年あり,,
4370.T,Mobilus Corporation,0,2,19,21,2095160832.0,無配年あり,,
6239.T,Nagaoka International Corporation,0,7,14,21,10014869504.0,無配年あり/配当性向70%以上2回/ROE低い,0.44296309828279135,
7963.T,Koken Ltd.,0,2,19,21,8666117120.0,無配年あり/3回以上減配あり/2回減配あり,0.12257495590828925,
7128.T,UNISOL Holdings Corporation,0,9,12,21,65738530816.0,無配年あり/ROE低い/配当性向100%以上,1.029215373197004,
6400.T,"Fuji Seiki Co.,Ltd.",0,2,19,21,2355546112.0,無配年あり,0.10925925925925925,
3974.T,SCAT Inc.,0,2,19,21,2098694656.0,無配年あり,0.10803295524940226,
7372.T,Decollte Holdings Corporation,0,2,19,21,1999444864.0,無配年あり,,
4243.T,"Nix, Inc.",0,2,19,21,2464445184.0,無配年あり/3回以上減配あり/2回減配あり,0.23593073593073596,
5218.T,Ohara Inc.,0,9,12,21,40134926336.0,無配年あり/ROE低い/2回減配あり,0.21151368760064412,
7915.T,"Nissha Co., Ltd.",0,9,12,21,61447827456.0,ROE低い/2回減配あり/配当性向100%以上,0.08597883597883599,
1431.T,"Lib Work Co.,Ltd.",0,0,20,20,15239568384.0,無配年あり/ROE低い/配当性向100%以上,0.13211129280805775,
3001.T,"Katakura Industries Co.,Ltd.",0,1,19,20,96214597632.0,無配年あり,0.28280423280423284,
2991.T,LANDNET Inc.,0,0,20,20,13175198720.0,無配年あり/営業CF合計マイナス,0.3406722941159223,
7640.T,"TOP CULTURE Co.,Ltd.",0,0,20,20,3044129280.0,無配年あり/減収傾向/2回減配あり/配当性向100%以上,-0.4,
264A.T,"Schoo,inc.",0,0,20,20,3793370624.0,無配年あり/営業CF合計マイナス,,
477A.T,"Startline CO.,LTD.",0,10,10,20,3061071104.0,無配年あり/自己資本比率低い,,
7707.T,"Precision System Science Co., Ltd.",0,0,20,20,5931526656.0,無配年あり,-1.0,
9376.T,"Eurasia Travel Co., Ltd.",0,0,20,20,3077438208.0,無配年あり/ROE低い/配当性向100%以上,0.09722222222222221,
6029.T,Artra Group Corporation,0,0,20,20,1936345728.0,無配年あり/減収傾向,-0.1388888888888889,
4772.T,"SM ENTERTAINMENT JAPAN Co.,Ltd.",0,0,20,20,8344430592.0,無配年あり/営業CF合計マイナス/ROE低い,0.0,
4404.T,"Miyoshi Oil & Fat Co., Ltd.",0,0,20,20,22054455296.0,無配年あり/ROE低い,0.17962962962962964,
3077.T,"Horiifoodservice Co., Ltd.",0,0,20,20,8821330944.0,無配年あり/営業CF合計マイナス/2回減配あり,-0.3,
7615.T,"KYOTO KIMONO YUZEN HOLDINGS Co., Ltd.",0,3,17,20,2132049920.0,無配年あり/3回以上減配あり/営業CF合計マイナス/2回減配あり,-0.30309794372294374,
4397.T,TeamSpirit Inc.,0,0,20,20,6510334464.0,無配年あり,,
8040.T,"Tokyo Soir Co., Ltd.",0,0,20,20,3641918208.0,無配年あり/ROE低い/配当性向100%以上,0.0,
3544.T,"Satudora Holdings Co.,Ltd.",0,0,20,20,17197783040.0,無配年あり/ROE低い/現金比率低い/自己資本比率低い,0.0497993182750067,
4015.T,Paycloud Holdings Inc.,0,0,20,20,7909114368.0,無配年あり/ROE低い,,
278A.T,Terra Drone Corporation,0,10,10,20,173173981184.0,ROE低い/現金比率低い/無配年あり/営業CF合計マイナス/EPS低い,,
3686.T,DLE Inc.,0,8,12,20,2606906368.0,無配年あり/営業CF合計マイナス/EPS低い,,
7918.T,"VIA Holdings,Inc.",0,10,10,20,4881948160.0,ROE低い/自己資本比率低い/無配年あり/2回減配あり/EPS低い,-0.20833333333333331,
3440.T,"NISSO GROUP Co.,Ltd.",0,0,20,20,5656693248.0,無配年あり/ROE低い/2回減配あり,0.12380952380952381,
3154.T,"Medius Holdings Co., Ltd.",0,0,20,20,17856520192.0,無配年あり/3回以上減配あり/ROE低い/2回減配あり,0.060280551150606695,
2917.T,"Ohmoriya Co.,Ltd.",0,0,20,20,4647269888.0,ROE低い/無配年あり/営業CF合計マイナス/2回減配あり/配当性向70%以上2回,-0.027777777777777776,
3628.T,"Data Horizon Co.,Ltd.",0,0,20,20,7741624320.0,無配年あり/営業CF合計マイナス/自己資本比率低い,0.11399300344401915,
7150.T,"The Shimane Bank,Ltd.",0,0,20,20,4456041472.0,ROE低い/自己資本比率低い/3回以上減配あり/営業CF合計マイナス/2回減配あり,-0.13650793650793652,
7135.T,"Japan Craft Holdings Co., Ltd.",0,0,20,20,6755040256.0,無配年あり/営業CF合計マイナス,,
5871.T,SOLIZE Holdings Corporation,0,0,20,20,7628772352.0,無配年あり/ROE低い/配当性向100%以上,0.1702127659574468,
3719.T,"AI storm Co., Ltd.",0,0,20,20,3617197824.0,無配年あり/営業CF合計マイナス,,
265A.T,Hmcomm Inc.,0,0,20,20,2916148224.0,無配年あり/ROE低い,,
6266.T,"Tazmo Co., Ltd.",0,1,19,20,49928163328.0,無配年あり,0.2583871375538042,
3302.T,"Teikoku Sen-i Co., Ltd.",0,1,19,20,80464297984.0,無配年あり,0.07592592592592591,
6898.T,"Tomita Electric Co.,Ltd.",0,8,12,20,3349257216.0,無配年あり/営業CF合計マイナス/ROE低い,,
7083.T,AHC Group Inc.,0,0,20,20,2270561536.0,無配年あり/ROE低い/配当性向100%以上,0.2,
6181.T,Tameny Inc.,0,10,10,20,4092140032.0,無配年あり/EPS低い/ROE低い/自己資本比率低い,,
7093.T,"adish Co., Ltd.",0,0,20,20,1295949440.0,無配年あり/営業CF合計マイナス/ROE低い,,
5246.T,"ELEMENTS, Inc.",0,0,20,20,23740647424.0,無配年あり/営業CF合計マイナス/ROE低い,,
6597.T,HPC SYSTEMS Inc.,0,0,20,20,13516454912.0,無配年あり,0.04,
166A.T,TASUKI Holdings Inc.,0,0,20,20,74373349376.0,無配年あり/営業CF合計マイナス,0.0,
9254.T,"Lovable Marketing Group,inc.",0,0,20,20,1783620224.0,無配年あり,,
3140.T,"BRUNO,Inc.",0,0,20,20,14658152448.0,無配年あり,0.10416666666666666,
8995.T,"Makoto Construction Co,Ltd",0,8,12,20,3098057984.0,営業CF合計マイナス/ROE低い/配当性向100%以上,0.0,
8165.T,"Senshukai Co., Ltd.",0,0,20,20,5005003776.0,無配年あり/営業CF合計マイナス/減収傾向/2回減配あり,-0.0625,
340A.T,"zig-zag,Inc.",0,0,20,20,2481739264.0,無配年あり,,
6771.T,"Ikegami Tsushinki Co., Ltd.",0,8,12,20,4564261376.0,3回以上減配あり/営業CF合計マイナス/ROE低い/2回減配あり,0.10555555555555556,
4934.T,"Premier Anti-Aging Co., Ltd.",0,0,20,20,5206066176.0,無配年あり/営業CF合計マイナス,,
5380.T,Shinto Company Limited,20,0,0,20,854000768.0,ROE低い/EPS低い,0.0,
9223.T,"ASNOVA Co., Ltd.",0,10,10,20,5634347008.0,無配年あり/EPS低い/ROE低い/自己資本比率低い,0.0,
9212.T,"Green Earth Institute Co., Ltd.",0,0,20,20,3123797504.0,無配年あり/営業CF合計マイナス/ROE低い,,
9241.T,"Future Link Network Co.,Ltd.",0,0,20,20,1102546560.0,無配年あり/ROE低い,,
4014.T,"Karadanote, Inc.",0,0,20,20,3403265024.0,無配年あり/営業CF合計マイナス,,
2978.T,TSUKURUBA Inc.,0,0,20,20,3973924352.0,無配年あり/営業CF合計マイナス/ROE低い,,
5586.T,Laboro.AI Inc.,0,0,20,20,14289419264.0,無配年あり,,
4192.T,SpiderPlus & Co.,0,0,20,20,10485993472.0,無配年あり/営業CF合計マイナス/ROE低い,,
4375.T,Safie Inc.,0,0,20,20,37618073600.0,無配年あり/営業CF合計マイナス/ROE低い,,
7692.T,Earth Infinity Co.Ltd.,0,0,20,20,8920545280.0,無配年あり,-0.0675990675990676,
323A.T,Flier Inc.,0,0,20,20,1282274944.0,無配年あり/営業CF合計マイナス/ROE低い/自己資本比率低い,,
6096.T,RareJob Inc.,0,0,20,20,3766112768.0,無配年あり/営業CF合計マイナス,,
280A.T,TMH Inc.,0,0,20,20,4108280064.0,無配年あり/営業CF合計マイナス/ROE低い,,
3909.T,Showcase Inc.,0,0,20,20,1654531072.0,無配年あり/3回以上減配あり/営業CF合計マイナス/2回減配あり,-0.1841540404040404,
7962.T,"King Jim Co., Ltd.",0,0,20,20,22640764928.0,3回以上減配あり/ROE低い/2回減配あり,0.027429759782700965,
3236.T,"Properst Co., Ltd.",0,0,20,20,9729987584.0,無配年あり,0.1875,
8596.T,"Kyushu Leasing Service Co., Ltd.",0,3,17,20,36760309760.0,無配年あり/営業CF合計マイナス/自己資本比率低い,0.1545205869919861,
7938.T,Regal Corporation,0,8,12,20,6442227200.0,ROE低い/無配年あり/営業CF合計マイナス/2回減配あり/配当性向70%以上2回,0.3435819327731092,
4707.T,KITAC Corporation,0,0,20,20,1881750912.0,無配年あり/ROE低い,0.05714285714285715,
8260.T,"Izutsuya Co., Ltd.",0,10,10,20,4222474496.0,無配年あり/減収傾向/ROE低い/自己資本比率低い,0.06666666666666667,
5580.T,"Prodelight Co.,Ltd.",0,0,20,20,2748175616.0,無配年あり,,
6334.T,"Meiji Machine Co., Ltd.",0,8,12,20,5395121664.0,無配年あり/営業CF合計マイナス/ROE低い/配当性向100%以上,0.2916666666666667,
415A.T,"GMO TECH Holdings, Inc.",0,0,20,20,8082652160.0,無配年あり/2回減配あり,-0.10482752325599101,
6836.T,"Plat'Home Co., Ltd.",0,0,20,20,3848933120.0,無配年あり/営業CF合計マイナス/現金比率低い,,
9561.T,GLAD CUBE Inc.,0,0,20,20,3585515776.0,無配年あり/ROE低い,,
1718.T,"Mikikogyo Co., Ltd.",0,0,19,19,7789175296.0,3回以上減配あり/営業CF合計マイナス/2回減配あり,0.18166677856575555,
6316.T,"Maruyama Mfg. Co., Inc.",0,0,19,19,11868785664.0,無配年あり,0.1298220298220298,
6574.T,Convano Inc.,0,9,10,19,59836309504.0,無配年あり/ROE低い/EPS低い,,
4845.T,"Scala, Inc.",2,2,15,19,6128546304.0,2回減配あり/配当性向100%以上,0.029122731874519543,
8029.T,Look Holdings Incorporated,0,7,12,19,20170815488.0,無配年あり/ROE低い,0.1796296296296296,
9476.T,"Chuokeizai-Sha Holdings, Inc.",0,0,19,19,3814290432.0,無配年あり,0.03333333333333333,
4395.T,Accrete Inc.,0,0,19,19,5497415168.0,無配年あり/2回減配あり,-0.375,
6546.T,Fulltech Co.Ltd.,0,0,19,19,6152495616.0,無配年あり/2回減配あり/配当性向100%以上,0.020452712609970673,
3668.T,"COLOPL, Inc.",0,9,10,19,56441204736.0,減収傾向/ROE低い/配当性向100%以上/無配年あり/2回減配あり,0.03504512916277622,
9246.T,"ProjectHoldings, Inc.",0,0,19,19,5890193920.0,無配年あり,,
7805.T,Printnet Inc.,0,2,17,19,3433024768.0,無配年あり,0.07083333333333333,
2195.T,"Amita Holdings Co.,Ltd.",0,2,17,19,6652386304.0,無配年あり,0.2708333333333333,
